;Unnamed: 0;anno;provincia;comune;giorno;organo_di_rilevazione;localizzazione_incidente;denominazione_della_strada;tronco_di_strada_o_autostrada;tipo_di_strada;pavimentazione;intersezione_o_non_interse3;fondo_stradale;segnaletica;condizioni_meteorologiche;natura_incidente;tipo_veicolo_a;tipo_veicoli__b_;tipo_veicolo__c_;veicolo__a____circostanze_10;veicolo__a____circostanze_11;veicolo__b____circostanze_13;veicolo__b____circostanze_14;veicolo__a___anno_immatric18;immatricolazione_veicolo__b_;immatricolazione_veicolo__c_;veicolo__a___et__conducente;veicolo__a___sesso_conducente;veicolo__a___esito_conducente;veicolo__a___patente_condu29;veicolo__a___anno_rilascio30;veicolo__a___passeggeri_an35;veicolo__a___et__passegger36;veicolo__a___sesso_passegg37;veicolo__a___esito_passegg38;veicolo__a___et__passegger39;veicolo__a___sesso_passegg40;veicolo__a___esito_passegg41;veicolo__a___et__passegger42;veicolo__a___sesso_passegg43;veicolo__a___esito_passegg44;veicolo__a___et__passegger45;veicolo__a___sesso_passegg46;veicolo__a___altri_passegg47;veicolo__a___altri_passegg48;veicolo__a___altri_passegg49;veicolo__a___altri_passegg50;veicolo__b___et__conducente;veicolo__b___sesso_conducente;veicolo__b___esito_conducente;veicolo__b___patente_condu51;veicolo__b___anno_rilascio52;veicolo__b___passeggeri_an57;veicolo__b___et__passegger58;veicolo__b___sesso_passegg59;veicolo__b___esito_passegg60;veicolo__b___et__passegger61;veicolo__b___sesso_passegg62;veicolo__b___esito_passegg63;veicolo__b___et__passegger64;veicolo__b___sesso_passegg65;veicolo__b___esito_passegg66;veicolo__b___et__passegger67;veicolo__b___sesso_passegg68;veicolo__b___altri_passegg69;veicolo__b___altri_passegg70;veicolo__b___altri_passegg71;veicolo__b___altri_passegg72;veicolo__c___et__conducente;veicolo__c___sesso_conducente;veicolo__c___esito_conducente;veicolo__c___patente_condu73;veicolo__c___anno_rilascio74;veicolo__c___passeggeri_an79;veicolo__c___et__passegger80;veicolo__c___sesso_passegg81;veicolo__c___esito_passegg82;veicolo__c___et__passegger83;veicolo__c___sesso_passegg84;veicolo__c___esito_passegg85;veicolo__c___et__passegger86;veicolo__c___sesso_passegg87;veicolo__c___esito_passegg88;veicolo__c___et__passegger89;veicolo__c___sesso_passegg90;veicolo__c___altri_passegg91;veicolo__c___altri_passegg92;veicolo__c___altri_passegg93;veicolo__c___altri_passegg94;pedone_morto_1__sesso;pedone_morto_1__et_;pedone_ferito_1__sesso;pedone_ferito_1__et_;pedone_morto_2__sesso;pedone_morto_2__et_;pedone_ferito_2__sesso;pedone_ferito_2__et_;pedone_morto_3__sesso;pedone_morto_3__et_;pedone_ferito_3__sesso;pedone_ferito_3__et_;pedone_morto_4__sesso;pedone_morto_4__et_;pedone_ferito_4__sesso;pedone_ferito_4__et_;altri_veicoli_coinvolti;morti_maschi_coinvolti_su_95;morti_femmine_coinvolti_su96;feriti_maschi_coinvolti_su97;feriti_femmine_coinvolti_s98;morti_entro_24_ore;morti_entro_30_giorni;feriti;descrizione_strada;Ora;chilometri;ettometrica;trimestre;Long;Lat
1213;101471;16;15;146;2;4;1;   ;12;1;1;7;1;4;1;5;8;  ;  ;45;  ;54;  ;2008       ;           ;           ;30-44;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;55-64; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Modica, 3                                            ;11;0;0;3;9,1549145;45,4392696
1214;101472;16;15;146;3;4;1;   ;12;2;1;3;1;4;1;3;14;01;  ;02;  ;01;  ;           ;           ;           ;45-54;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Noe Enrico incrocio via Ronciglione                  ;12;0;0;3;9,2204781;45,4784988
1215;101473;16;15;146;4;4;1;   ;12;1;1;1;1;4;1;3;16;01;  ;03;  ;01;  ;2014       ;2010       ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazzale Gorini Paolo incrocio via Botticelli Sandro     ;20;0;0;3;9,2295828;45,4733032
1216;101474;16;15;146;6;4;1;   ;12;2;1;7;1;4;1;5;16;  ;  ;40;  ;55;  ;2015       ;           ;           ;30-44;1;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;65+  ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;corso Ventidue Marzo, 18                                 ;10;0;0;3;9,2105628;45,4620578
1217;101475;16;15;146;6;4;1;   ;12;3;1;3;1;4;1;8;1;  ;  ;60;  ;60;  ;2014       ;           ;           ;18-29;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Giordani Pietro incrocio via Buccinasco              ;14;0;0;3;9,1245201;45,433542
1218;101476;16;15;146;1;4;1;   ;12;3;1;7;1;4;1;5;1;  ;  ;40;  ;55;  ;           ;           ;           ;45-54;1;1;9;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;15-17; ;     ;4;18-29; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;piazza della Repubblica, 12                              ;12;0;0;3;9,1987252;45,4782225
1219;101477;16;15;146;3;4;1;   ;12;2;1;4;1;4;1;4;1;01;  ;11;  ;01;  ;2016       ;2016       ;           ;55-64;1;2;2;(<=1976]   ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Plinio incrocio viale Abruzzi                        ;9;0;0;3;9,2168478;45,476907
1220;101478;16;15;146;5;4;1;   ;12;2;1;3;1;4;1;2;1;04;  ;05;  ;01;  ;(2001,2006];2015       ;           ;30-44;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Sapri incrocio via Alassio                           ;14;0;0;3;9,1315103;45,5056562
1221;101479;16;15;146;6;4;1;   ;12;2;1;7;1;4;1;10;17;  ;  ;70;  ;72;  ;2014       ;           ;           ;45-54;1;2;2;(1986,1991]; ;     ; ;2;30-44;4; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Portaluppi Ambrogio, palo luce 2                     ;15;0;0;3;9,153567500000001;45,4400454
1222;101480;16;15;146;1;4;1;   ;12;2;1;3;1;4;1;2;1;01;  ;01;  ;05;  ;2016       ;2011       ;           ;45-54;1;2;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Mangiagalli Luigi incrocio via Colombo Giuseppe      ;9;0;0;3;9,2266325;45,4742427
1223;101481;16;15;146;1;4;1;   ;12;4;1;3;1;4;1;4;1;01;  ;11;  ;01;  ;2007       ;(2001,2006];           ;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Vincenzo da Seregno incrocio viale Rubicone          ;15;0;0;3;9,1742133;45,5225352
1224;101482;16;15;146;5;4;1;   ;12;2;1;7;1;4;1;2;17;01;  ;21;  ;20;  ;2012       ;2009       ;           ;15-17;1;2; ;(2011,2016]; ;     ; ;2;15-17;3; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;3;viale D'Annunzio Gabriele, 8                             ;2;0;0;3;9,175780699999999;45,454318
1225;101483;16;15;146;6;4;1;   ;12;3;1;3;1;4;1;2;1;01;  ;04;  ;01;  ;2016       ;2009       ;           ;65+  ;1;1;2;(1981,1986]; ;     ; ;2;30-44;4; ;     ; ; ;     ; ;0;0;0;0;30-44;2;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Carnia incrocio via Deruta                           ;16;0;0;3;9,237411;45,4932278
1226;101484;16;15;146;3;4;1;   ;12;2;1;7;1;4;1;5;1;  ;  ;40;  ;44;  ;2008       ;           ;           ;65+  ;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;30-44; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Ripamonti Giuseppe, 99                               ;18;0;0;3;9,200414499999999;45,4408841
1227;101485;16;15;146;4;4;1;   ;12;1;1;4;1;4;1;5;7;  ;  ;40;  ;55;  ;           ;           ;           ;45-54;1;1;2;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;3;55-64; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Cordusio incrocio via Grossi Tommaso              ;11;0;0;3;9,1867936;45,4656108
1228;101486;16;15;146;4;4;1;   ;12;4;1;4;2;4;3;10;16;  ;  ;70;  ;70;  ;2013       ;           ;           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Palizzi Filippo incrocio via Console Marcello        ;12;0;0;4;9,140606199999999;45,5049577
1229;101487;16;15;146;4;4;1;   ;12;2;1;7;2;4;3;8;17;  ;  ;61;  ;60;  ;2012       ;           ;           ;30-44;2;2;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Bramante, 5                                          ;13;0;0;4;9,180069699999999;45,4787832
1230;101488;16;15;146;4;4;1;   ;12;2;1;8;2;4;3;10;16;  ;  ;71;  ;75;  ;2009       ;           ;           ;45-54;2;2;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Castellammare, palo luce 19                          ;15;0;0;4;9,189982;45,4642035
1231;101489;16;15;146;4;4;1;   ;12;1;1;4;2;4;3;4;8;01;01;02;  ;01;  ;2015       ;(2001,2006];2009       ;45-54;1;1;3;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;2;2;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;2;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;corso Lodi incrocio via Tagliamento                      ;15;0;0;4;9,2154893;45,4441345
1232;101490;16;15;146;4;4;1;   ;12;2;1;1;2;4;3;4;1;01;  ;03;  ;01;  ;           ;(2001,2006];           ;30-44;1;1;9;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;2;2;(2011,2016]; ;     ; ;2;0-5  ;3; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via Farini Carlo incrocio via Porro Lambertenghi         ;16;0;0;4;9,1831297;45,4893914
1233;101491;16;15;146;4;4;1;   ;12;1;1;7;2;4;3;3;16;01;  ;21;  ;21;  ;2015       ;2015       ;           ;30-44;1;2;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;corso Sempione, 84                                       ;17;0;0;4;9,1601403;45,4856254
1234;101492;16;15;146;4;4;1;   ;12;3;1;3;2;4;3;2;1;01;  ;05;  ;01;  ;(2001,2006];2010       ;           ;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016];2;30-44;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Galeno incrocio via Breda Ernesto                    ;21;0;0;4;9,221613999999999;45,5203269
1235;101493;16;15;146;4;4;1;   ;12;3;1;4;2;4;1;2;1;05;  ;01;  ;05;  ;2008       ;(2001,2006];           ;55-64;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;5;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Bisceglie incrocio via dei Calchi Taeggi             ;22;0;0;4;9,1157989;45,45383760000001
1236;101494;16;15;146;5;4;1;   ;12;2;1;7;2;4;3;3;16;01;  ;20;  ;35;  ;2007       ;2013       ;           ;55-64;1;2;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Cena Giovanni, 2                                     ;9;0;0;4;9,2177268;45,4604617
1237;101495;16;15;146;5;4;1;   ;12;2;1;3;2;4;3;2;16;01;  ;04;  ;01;  ;2007       ;2009       ;           ;18-29;1;2;5;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;2;1;2;(1996,2001]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Gatti Francesco incrocio via De Angelis Michele      ;10;0;0;4;9,1915458;45,5073157
1238;101496;16;15;146;5;4;1;   ;12;2;1;7;2;4;3;4;1;08;  ;23;  ;20;  ;(1991,1996];2016       ;           ;45-54;1;1;3;(1981,1986]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2011,2016];2;30-44;3; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazzale Principessa Clotilde, palo luce 11 4            ;11;0;0;4;9,192602500000001;45,47970400000001
1239;101497;16;15;146;5;4;1;   ;12;4;1;4;2;4;3;5;1;  ;  ;49;  ;53;  ;(2001,2006];           ;           ;30-44;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ;4;55-64; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Famagosta incrocio via Beldiletto                  ;13;0;0;4;9,162717599999999;45,4374113
1240;101498;16;15;146;5;4;1;   ;12;4;1;7;2;4;3;10;16;  ;  ;71;  ;75;  ;2012       ;           ;           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Umbria in prossimita del palo reggifilo n. 8385    ;14;0;0;4;9,2156899;45,4544255
1241;101499;16;15;146;5;4;1;   ;12;3;1;4;2;4;3;4;1;01;  ;02;  ;01;  ;2010       ;2007       ;           ;45-54;1;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(1991,1996]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;viale Monte Ceneri incrocio via Mac Mahon                ;14;0;0;4;9,1576653;45,4942257
1242;101500;16;15;146;5;4;1;   ;12;2;1;1;2;4;3;2;14;01;  ;02;  ;04;  ;           ;2013       ;           ;18-29;1;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;1;2;(2001,2006]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Olona incrocio via Vico Gian Battista                ;19;0;0;4;9,1714237;45,4600249
1243;101501;16;15;146;5;4;1;   ;12;2;1;2;2;3;3;4;1;01;01;11;  ;02;  ;2009       ;2014       ;2008       ;30-44;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;30-44;1;2;2;(2001,2006];2;18-29;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;2;via De Marchi Marco incrocio via Breda Ernesto           ;21;0;0;4;9,1931845;45,4738303
1244;101502;16;15;146;5;4;1;   ;12;4;1;3;2;4;3;4;1;01;  ;02;  ;01;  ;2013       ;(2001,2006];           ;45-54;1;1;2;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;45-54;1;1;2;(2011,2016];2;55-64;4; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Sant'Elia Antonio incrocio via Natta Giulio          ;21;0;0;4;9,1300704;45,4874461
1245;101503;16;15;146;5;4;1;   ;12;2;1;1;2;4;3;2;15;01;  ;06;  ;01;  ;2010       ;2014       ;           ;18-29;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Durante Francesco incrocio via Catalani Alfredo   ;23;0;0;4;9,2246734;45,48877299999999
1246;101504;16;15;146;6;4;1;   ;12;4;1;1;2;4;3;2;1;01;  ;04;  ;01;  ;           ;2011       ;           ;18-29;2;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;1;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Emanuele Filiberto incrocio Via Sempione             ;4;0;0;4;9,1585789;45,4858965
1247;101505;16;15;146;6;4;1;   ;12;2;1;7;2;4;1;8;16;  ;  ;60;  ;60;  ;2008       ;           ;           ;18-29;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Ponzio Giuseppe, palo luce 56 1                      ;18;0;0;4;9,2300082;45,4784853
1248;101506;16;15;146;7;4;1;   ;12;2;1;4;1;4;1;2;16;01;  ;01;  ;17;  ;2015       ;2009       ;           ;30-44;1;2;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;18-29;2;1;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;piazza Angilberto II incrocio via S.Dionigi              ;1;0;0;4;9,2172222;45,4369603
1249;101507;16;15;146;7;4;1;   ;12;2;1;7;1;4;1;2;16;01;  ;20;  ;35;  ;2015       ;(2001,2006];           ;30-44;1;2;2;(2011,2016]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;55-64;1;1;3;(1986,1991]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via Appennini, palo luce 125                             ;13;0;0;4;9,1019472;45,5036711
1250;101508;16;15;146;7;4;1;   ;12;1;1;3;1;4;1;2;1;14;  ;04;  ;01;  ;2011       ;           ;           ;45-54;2;1;2;(2006,2011]; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;15-17;2;2;7;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0;     ; ; ; ;           ; ;     ; ; ;     ; ; ;     ; ; ;     ; ;0;0;0;0; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ; ;     ;0;0;0;0;0;0;0;1;via De Alessandri Giovanni incrocio via Dezza Giuseppe   ;17;0;0;4;9,1595029;45,4621029
